name,team,nationality_1,jersey_number,position_1,position_2,archetype,height_ft,weight_lb,wingspan_ft,season_salary,years_in_the_nba,birthdate,rating_overall,rating_close_shot,rating_mid_range_shot,rating_three_point_shot,rating_free_throw,rating_shot_iq,rating_speed,rating_agility,rating_strength,rating_stamina,rating_overall_durability,rating_pass_accuracy,rating_ball_handle,rating_pass_iq,rating_group_defense,rating_interior_defense,rating_perimeter_defense,rating_steal,rating_block,rating_offensive_rebound,rating_defensive_rebound,age,points,games_played,games_started,minutes_played,field_goals,field_goal_attempts,field_goal_percentage,three_pointers,three_point_attempts,three_point_percentage,two_pointers,two_point_attempts,two_point_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls
Ochai Agbaji,Toronto Raptors,United States,30,PF,SF,2-Way Inside-the-Arc Creator,"6'5""",215,"6'10""",4310280,3,2000-04-20,73,67,80,71,81,70,88,88,64,90,80,60,75,60,67,57,80,42,63,49,48,23,5.8,78,28,21,2.3,5.6,0.411,0.8,2.7,0.294,1.5,2.8,0.523,0.483,0.5,0.7,0.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5
OG Anunoby,New York Knicks,United Kingdom,8,SF,PF,2-Way 3-Level Shot Creator,"6'7""",232,"7'2""",36637932,8,1997-07-17,84,72,91,82,68,70,81,91,68,85,81,58,72,52,84,81,90,85,58,40,51,26,14.7,50,50,34,5.6,11.5,0.489,2,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4
Olivier-Maxence Prosper,Dallas Mavericks,Canada,18,PF,SF,Interior Threat,"6'7""",230,"7'1""",2870400,2,2002-07-03,72,71,68,71,65,50,79,81,60,88,80,65,60,61,57,67,74,30,45,65,69,21,3,40,1,8.4,1,2.6,0.385,0.3,1.1,0.289,0.7,1.5,0.458,0.447,0.7,1,0.683,0.6,1.4,2,0.6,0.2,0.1,0.2,0.5
Onuralp Bitim,Chicago Bulls,Turkey,17,SF,SG,Catch & Shoot Threat,"6'6""",215,"6'8""",1891857,4,1999-03-31,70,70,75,75,75,65,62,64,65,84,80,66,69,69,47,50,57,32,45,37,52,24,3.5,23,1,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.452,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1
Onyeka Okongwu,Atlanta Hawks,United States,17,C,NA,3-Level Scoring Paint Beast,"6'10""",240,"7'2""",14000000,5,2000-12-11,80,97,88,76,85,70,74,74,70,88,83,51,54,50,67,79,64,35,77,83,71,23,10.2,55,8,25.5,4.1,6.6,0.611,0.4,1.3,0.333,3.6,5.4,0.676,0.642,1.7,2.1,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9
Orlando Robinson,Sacramento Kings,United States,77,C,NA,Stretch Five,"6'10""",245,"7'4""",NA,3,2000-07-10,71,81,69,77,71,75,49,49,64,80,77,52,40,54,55,62,36,40,72,69,82,23,2.8,36,7,8.4,1,2,0.5,0.2,0.4,0.533,0.8,1.6,0.491,0.556,0.5,0.7,0.76,0.8,1.6,2.3,0.9,0.2,0.2,0.5,1
Oscar Tshiebwe,Utah Jazz,Congo,44,C,PF,Board-Hunting Paint Protector,"6'8""",255,"7'4""",NA,2,1999-11-27,69,70,69,37,70,45,75,67,69,80,80,42,40,55,55,69,48,31,72,80,80,24,3.3,8,0,5.3,1.3,2.5,0.5,0,0,0,1.3,2.5,0.5,0.5,0.8,1,0.75,1,1,2,0.3,0.3,0.1,0,0.4
Oso Ighodaro,Phoenix Suns,United States,4,PF,C,Interior Threat,"6'11""",225,"7'3""",NA,1,2002-07-14,68,74,52,35,62,40,86,74,64,85,80,59,60,59,56,62,47,53,64,63,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ousmane Dieng,Oklahoma City Thunder,France,13,PF,SF,Promising Prospect,"6'9""",185,"7'1""",5027040,3,2003-05-21,73,76,73,72,65,90,78,78,49,88,80,69,70,70,45,54,62,28,25,41,57,20,4,33,0,11.1,1.5,3.5,0.422,0.6,2.1,0.3,0.8,1.4,0.609,0.513,0.4,0.5,0.875,0.3,1.2,1.5,1.1,0.2,0.2,0.6,0.7
Pacome Dadiet,New York Knicks,France,35,SF,PF,Perimeter Shot Creator,"6'8""",210,"7'0""",1808080,1,2005-07-27,69,70,76,75,75,50,78,76,50,85,80,57,75,58,55,50,69,50,50,42,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paolo Banchero,Orlando Magic,United States,5,PF,SF,Shot-Creating 3-Level Threat,"6'10""",250,"7'1""",12160800,3,2002-11-12,89,88,86,81,68,85,80,80,77,90,80,74,76,78,58,68,66,41,56,65,76,21,22.6,80,80,35,8,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7,0.725,1,5.9,6.9,5.4,0.9,0.6,3.1,1.9
Pascal Siakam,Indiana Pacers,Cameroon,43,PF,C,2-Way 3-Level Shot Creator,"6'8""",230,"7'3""",42176400,9,1994-04-02,88,98,85,80,74,85,76,78,70,95,82,72,79,79,72,86,79,38,50,65,80,29,21.7,80,80,33.2,8.5,15.9,0.536,1.1,3.1,0.346,7.5,12.8,0.581,0.569,3.6,5,0.732,1.7,5.3,7.1,4.3,0.8,0.3,1.8,2.4
Pat Connaughton,Milwaukee Bucks,United States,24,SG,SF,Inside-Out Shot Creator,"6'5""",209,"6'9""",9423869,10,1993-01-06,74,68,69,80,66,70,77,78,45,80,83,69,78,78,60,35,75,38,50,41,55,31,5.6,76,3,22.1,2,4.6,0.435,1.1,3.1,0.345,0.9,1.4,0.633,0.553,0.6,0.8,0.759,0.7,2.5,3.1,2.1,0.5,0.3,0.6,1.3
Pat Spencer,Golden State Warriors,United States,61,PG,SG,Perimeter Threat,"6'3""",205,"6'7""",NA,3,1996-07-04,68,69,78,79,80,60,75,75,54,85,84,75,73,75,45,44,55,42,45,45,60,27,0.7,6,0,4.3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,0,0.3,0.3,0.7,0.8,0,0,0.2,0.2
Patrick Baldwin Jr.,Washington Wizards,United States,7,PF,SF,Stretch Four,"6'9""",220,"7'1""",2448840,3,2002-11-18,71,70,72,75,74,70,57,64,69,85,80,55,58,60,54,56,59,49,65,42,84,21,4.4,38,7,13,1.6,4.1,0.381,0.8,2.6,0.32,0.7,1.5,0.483,0.481,0.5,0.7,0.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5
Patrick Williams,Chicago Bulls,United States,44,PF,NA,Stretch Four,"6'7""",215,"6'11""",18000000,5,2001-08-26,76,77,79,83,85,50,70,74,64,88,81,60,70,62,67,70,76,46,70,47,54,22,10,43,30,27.3,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,0.525,1.2,1.5,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2
Patty Mills,Utah Jazz,Australia,88,PG,SG,Mid-Range Shot Creator,"6'2""",180,"6'2""",NA,16,1988-08-11,72,64,87,72,83,75,83,83,51,82,82,79,86,84,51,27,65,73,30,36,42,35,4,32,5,13,1.4,4.1,0.351,0.8,2.7,0.276,0.7,1.4,0.5,0.443,0.3,0.3,1,0.3,0.8,1.1,1.1,0.6,0,0.5,1
Paul George,Philadelphia 76ers,United States,8,SF,PF,2-Way Scoring Phenom,"6'8""",220,"6'11""",49205800,15,1990-05-02,89,94,87,85,93,75,79,87,70,95,93,78,87,75,77,79,87,66,52,33,64,33,22.6,74,74,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7
Paul Reed,Detroit Pistons,United States,7,C,PF,3-Level Scoring Board Hunter,"6'9""",210,"7'2""",7723000,5,1999-06-14,75,83,79,76,75,60,49,52,62,80,80,48,52,44,60,69,43,63,83,86,78,24,7.3,82,24,19.4,3.2,5.9,0.54,0.3,0.7,0.368,2.9,5.2,0.563,0.561,0.7,1,0.718,2.4,3.6,6,1.3,0.8,1,0.8,2.4
Payton Pritchard,Boston Celtics,United States,11,PG,NA,Sharpshooter,"6'1""",195,"6'4""",6696429,5,1998-01-28,78,95,90,82,77,85,75,75,41,84,81,79,79,82,44,36,60,38,32,46,52,26,9.6,82,5,22.3,3.6,7.7,0.468,1.8,4.7,0.385,1.8,3.1,0.593,0.583,0.6,0.7,0.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,1.3
Pelle Larsson,Miami Heat,Sweden,9,SG,SF,Catch & Shoot Threat,"6'5""",215,"6'9""",NA,1,2001-02-23,68,72,74,78,76,50,87,80,55,85,80,52,62,65,54,52,65,52,42,37,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pete Nance,Cleveland Cavaliers,United States,8,PF,C,Rebounder,"6'10""",230,"7'2""",NA,2,2000-02-19,67,73,70,73,76,50,63,57,69,85,83,47,52,50,54,60,48,50,61,64,70,23,0.4,8,0,3.4,0.1,0.8,0.167,0.1,0.1,1,0,0.6,0,0.25,0,0.3,0,0,0.4,0.4,0,0.1,0,0.1,0.3
Peyton Watson,Denver Nuggets,United States,8,PF,SF,Rim Protector,"6'7""",200,"6'11""",2413560,3,2002-09-11,75,86,80,75,66,85,77,77,55,88,80,60,70,62,63,59,68,42,85,46,62,21,6.7,80,4,18.6,2.6,5.6,0.465,0.6,1.9,0.296,2,3.7,0.553,0.516,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8
P.J. Dozier,Minnesota Timberwolves,United States,35,SF,SG,Perimeter Defender,"6'6""",205,"6'11""",2087519,8,1996-10-25,71,70,70,74,64,60,83,76,40,80,81,68,76,69,59,48,74,63,55,44,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.J. Tucker,Los Angeles Clippers,United States,17,PF,C,2-Way Stretch Four,"6'5""",245,"6'11""",11539000,19,1985-05-05,71,88,74,78,83,40,63,80,82,88,91,70,65,69,69,77,80,46,52,58,57,38,1.7,31,10,15.7,0.6,1.6,0.36,0.4,1.1,0.371,0.2,0.5,0.333,0.49,0.1,0.1,1,0.9,1.8,2.7,0.5,0.5,0.2,0.3,1.7
P.J. Washington,Dallas Mavericks,United States,25,PF,C,3-Level Scoring Threat,"6'7""",230,"7'3""",15500000,6,1998-08-23,79,88,79,75,72,80,75,75,68,85,79,55,70,60,56,62,52,46,63,46,67,25,12.9,73,45,30.4,4.8,11.1,0.436,1.8,5.7,0.32,3,5.5,0.558,0.518,1.4,2,0.683,1.2,4.5,5.6,1.9,1,0.8,1.3,2.3
Precious Achiuwa,New York Knicks,Nigeria,5,PF,C,Defensive Anchor,"6'8""",225,"7'1""",NA,5,1999-09-19,76,66,60,67,61,60,75,74,78,84,76,36,49,50,68,79,56,42,78,85,77,24,7.6,74,18,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5,0.562,0.529,0.9,1.5,0.616,2.6,4,6.6,1.3,0.6,0.9,1.1,1.9
Quentin Grimes,Dallas Mavericks,United States,5,SG,SF,3 & D Two Guard,"6'5""",210,"6'8""",4296682,4,2000-05-08,74,72,68,79,80,75,86,86,63,85,80,70,74,65,64,46,83,46,32,33,47,23,7,51,18,20.1,2.4,6.4,0.372,1.6,4.7,0.338,0.8,1.7,0.466,0.495,0.7,0.9,0.756,0.3,1.7,2,1.3,0.7,0.1,0.5,1.5
Quenton Jackson,Indiana Pacers,United States,29,SG,PG,Rim Attacker,"6'5""",173,"6'9""",NA,3,1998-09-15,67,70,68,72,77,50,85,85,42,80,79,70,71,60,59,46,73,42,40,33,36,25,0.7,3,0,3.7,0,0.3,0,0,0,0,0,0.3,0,0,0.7,0.7,1,0,1.3,1.3,0.7,0.3,0,0,0.3
Rayan Rupert,Portland Trail Blazers,France,21,SG,SF,3 & D Threat,"6'6""",185,"7'2""",1891857,2,2004-05-31,70,66,63,79,74,80,67,72,52,88,80,68,72,68,57,53,70,36,35,45,57,19,4,39,12,16.2,1.4,4.1,0.335,0.7,2,0.359,0.7,2.1,0.313,0.422,0.5,0.6,0.76,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4
Reed Sheppard,Houston Rockets,United States,15,PG,SG,3 & D Point,"6'3""",180,"6'7""",10098960,1,2004-06-24,73,70,79,84,83,60,90,89,56,93,80,76,76,75,66,54,78,78,37,35,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Jackson,Philadelphia 76ers,United States,00,PG,SG,Perimeter Shot Creator,"6'2""",208,"7'0""",2087519,14,1990-04-16,74,85,77,79,72,60,84,84,48,95,84,82,86,75,60,49,74,40,40,35,42,33,10.2,82,23,22.2,4,9.2,0.431,1.2,3.5,0.359,2.7,5.8,0.475,0.499,1,1.2,0.806,0.4,1.5,1.9,3.8,0.5,0.2,1.3,1.8
Richaun Holmes,Washington Wizards,United States,22,C,NA,Board-Hunting Lob Threat,"6'8""",235,"7'2""",12648321,10,1993-10-15,74,80,70,62,67,35,57,56,82,80,82,42,58,54,56,75,40,36,68,88,80,30,5,40,10,13.9,2.1,3.7,0.558,0,0.1,0.333,2,3.6,0.563,0.561,0.9,1.2,0.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9
Ricky Council IV,Philadelphia 76ers,United States,14,SF,SG,Catch & Shoot Threat,"6'6""",207,"6'9""",1891857,2,2001-08-03,73,80,75,76,79,70,74,70,60,85,80,67,68,54,49,52,60,42,32,51,56,22,5.4,32,0,9,1.7,3.5,0.482,0.4,1,0.375,1.3,2.5,0.525,0.536,1.7,2.2,0.746,0.4,1,1.4,0.5,0.3,0,0.2,0.5
R.J. Barrett,Toronto Raptors,Canada,9,SF,SG,2-Way Inside-Out Slasher,"6'6""",214,"6'10""",25794643,6,2000-07-14,81,83,52,80,85,70,84,84,76,95,80,79,83,84,65,58,82,35,51,40,66,23,20.2,58,58,31.7,7.5,15.2,0.495,1.6,4.3,0.36,6,10.9,0.549,0.547,3.6,5,0.715,0.9,4.5,5.4,3.3,0.5,0.4,2.2,2.2
Rob Dillingham,Minnesota Timberwolves,United States,4,PG,SG,Shot-Creating Perimeter Threat,"6'2""",160,"6'6""",6262920,1,2005-01-04,72,78,81,80,80,60,91,86,39,90,80,69,90,68,49,34,63,48,32,33,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Williams III,Portland Trail Blazers,United States,35,C,PF,Paint Beast,"6'9""",237,"7'6""",12428571,7,1997-10-17,80,96,69,25,61,60,71,64,83,80,81,57,48,62,79,86,40,80,86,69,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronald Holland II,Detroit Pistons,United States,00,SF,PF,Rim Attacker,"6'8""",206,"7'0""",8245320,1,2005-07-07,72,73,70,70,75,55,85,86,59,90,80,60,75,60,57,65,70,38,37,40,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce O'Neale,Phoenix Suns,United States,00,SF,PF,Versatile Stopper,"6'6""",226,"6'10""",9375000,10,1993-06-05,75,75,67,79,68,75,62,83,67,80,82,60,68,63,68,68,80,43,60,41,69,30,7.7,79,14,24.7,2.7,6.8,0.397,2,5.3,0.37,0.7,1.5,0.496,0.542,0.3,0.4,0.686,0.8,4,4.8,2.8,0.7,0.6,0.9,2.2
Rudy Gobert,Minnesota Timberwolves,France,27,C,NA,Defensive Anchor,"7'1""",258,"7'9""",43827586,12,1992-06-26,85,81,54,25,61,70,48,65,87,90,81,68,35,58,78,95,64,37,86,85,91,31,14,76,76,34.1,5.3,8.1,0.661,0,0,0,5.3,8,0.664,0.661,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1
Rui Hachimura,Los Angeles Lakers,Japan,28,SF,PF,Shot-Creating 3-Level Threat,"6'8""",230,"7'2""",17000000,6,1998-02-08,79,81,90,82,77,70,72,74,79,90,80,51,72,54,50,60,54,38,51,43,60,25,13.6,68,39,26.9,5.3,9.9,0.537,1.4,3.4,0.422,3.9,6.5,0.597,0.609,1.5,2,0.739,0.9,3.5,4.3,1.2,0.6,0.4,0.7,1.5
Russell Westbrook,Denver Nuggets,United States,4,PG,NA,Rim Protector,"6'4""",200,"6'8""",4027525,17,1988-11-12,77,70,70,68,61,55,89,89,75,92,92,80,86,82,62,42,74,73,53,60,69,35,11.1,68,11,22.5,4.4,9.8,0.454,0.6,2.3,0.273,3.8,7.5,0.509,0.486,1.6,2.4,0.688,1.4,3.7,5,4.5,1.1,0.3,2.1,1.8
Ryan Dunn,Phoenix Suns,United States,0,SF,PF,Versatile Stopper,"6'8""",208,"7'0""",2530800,1,2003-01-07,70,70,45,68,53,30,83,90,65,88,80,60,69,55,78,76,80,72,79,54,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Rollins,Milwaukee Bucks,United States,13,PG,SG,Mid-Range Scoring Threat,"6'3""",180,"6'10""",600000,3,2002-07-03,71,71,76,73,79,60,86,86,39,85,80,70,78,70,52,43,60,56,51,46,47,21,3.4,13,0,6,1.1,2.1,0.519,0.2,0.3,0.75,0.8,1.8,0.478,0.574,1,1.3,0.765,0.2,0.8,1,1.1,0.8,0.2,0.6,0.6
Saddiq Bey,Washington Wizards,United States,14,SF,PF,Perimeter Defender,"6'7""",215,"6'11""",6440678,5,1999-04-09,77,71,71,74,80,75,63,79,69,87,81,64,76,75,62,64,75,40,37,66,59,24,13.7,63,51,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4
Sam Hauser,Boston Celtics,United States,30,SF,PF,Catch & Shoot Ace,"6'7""",217,"6'9""",2092344,4,1997-12-08,75,77,84,87,89,70,61,62,66,85,80,50,43,60,48,48,55,38,52,39,60,26,9,79,13,22,3.2,7.1,0.446,2.5,5.9,0.424,0.7,1.2,0.559,0.623,0.2,0.2,0.895,0.6,2.9,3.5,1,0.5,0.3,0.4,1.3
Sam Merrill,Cleveland Cavaliers,United States,5,SG,PG,Perimeter Shot Creator,"6'4""",205,"6'5""",2164993,5,1996-05-15,74,70,81,86,89,75,62,64,44,80,79,74,76,79,47,42,60,36,32,36,50,27,8,61,1,17.5,2.6,6.4,0.402,2.3,5.8,0.404,0.2,0.6,0.385,0.584,0.4,0.5,0.929,0.4,1.6,2,1.8,0.3,0.1,0.3,1.2
Sandro Mamukelashvili,San Antonio Spurs,Georgia,54,PF,C,Board Hunter,"6'9""",240,"7'1""",NA,4,1999-05-23,73,85,69,72,68,60,59,59,73,85,80,62,59,69,54,65,50,33,62,73,85,24,4.1,46,5,9.8,1.6,3.4,0.471,0.4,1.4,0.297,1.2,2,0.593,0.532,0.5,0.7,0.735,1,2.2,3.2,1.1,0.2,0.3,0.4,0.8
Santi Aldama,Memphis Grizzlies,Spain,7,PF,SF,Stretch Four,"7'0""",215,"6'11""",3960531,4,2001-01-10,75,82,76,78,61,70,59,60,70,80,79,60,42,50,61,65,63,41,71,48,75,23,10.7,61,35,26.5,4,9.3,0.435,1.7,5,0.349,2.3,4.3,0.534,0.528,0.9,1.4,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,1.5
Scoot Henderson,Portland Trail Blazers,United States,00,PG,SG,3-Level Slasher,"6'3""",195,"6'9""",10259160,2,2004-02-03,78,72,77,76,77,65,95,89,53,95,80,79,86,77,53,41,66,41,42,41,48,19,14,62,32,28.5,5,12.9,0.385,1.4,4.3,0.325,3.5,8.5,0.416,0.44,2.7,3.3,0.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1
Scottie Barnes,Toronto Raptors,United States,4,PF,SF,2-Way 3-Level Shot Creator,"6'7""",225,"7'3""",10130980,4,2001-08-01,85,83,88,79,73,80,82,82,74,88,80,77,79,80,75,80,80,49,76,60,71,22,19.9,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2
Scotty Pippen Jr.,Memphis Grizzlies,United States,1,PG,NA,Perimeter Threat,"6'1""",170,"6'5""",NA,3,2000-11-10,74,80,78,82,75,85,82,82,39,82,80,79,79,79,57,31,62,90,57,47,49,23,12.9,21,16,25.1,4.8,9.7,0.493,1.4,3.4,0.417,3.3,6.2,0.534,0.567,2,2.6,0.745,1,2.1,3.2,4.7,1.7,0.5,2.7,2.9
Seth Curry,Charlotte Hornets,United States,30,SG,PG,Inside-Out Shot Creator,"6'1""",185,"6'4""",2087519,12,1990-08-23,73,86,73,80,93,70,78,78,41,89,80,75,78,75,47,25,57,59,42,42,48,33,5.1,44,4,14,1.8,4.6,0.392,0.9,2.5,0.352,1,2.2,0.438,0.485,0.6,0.7,0.903,0.4,1.1,1.5,1,0.5,0.1,0.5,0.9
Seth Lundy,Atlanta Hawks,United States,3,SF,SG,Mid-Range Scoring Threat,"6'4""",220,"6'10""",NA,2,2000-04-02,68,72,76,70,82,50,85,77,55,85,80,62,67,60,51,44,65,57,40,54,59,23,1.6,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0,0,0,0.1,0.7
Shaedon Sharpe,Portland Trail Blazers,Canada,17,SG,SF,High Flyer,"6'5""",200,"7'0""",6614160,3,2003-05-30,79,75,82,78,82,80,89,89,50,94,80,67,83,67,56,49,69,40,50,44,59,20,15.9,32,25,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,0.824,1.3,3.7,5,2.9,0.9,0.4,2.3,2.8
Shai Gilgeous-Alexander,Oklahoma City Thunder,Canada,2,PG,SG,All-Around Star,"6'6""",195,"7'0""",35859950,7,1998-07-12,96,98,95,82,92,98,86,86,60,97,80,97,94,98,84,68,88,95,66,48,68,25,30.1,75,75,34,10.6,19.8,0.535,1.3,3.6,0.353,9.3,16.2,0.576,0.567,7.6,8.7,0.874,0.9,4.7,5.5,6.2,2,0.9,2.2,2.5
Shake Milton,Brooklyn Nets,United States,7,PG,SG,Mid-Range Specialist,"6'5""",205,"7'1""",2875000,7,1996-09-26,72,62,92,70,83,70,77,79,38,88,83,79,84,79,48,30,65,53,42,34,50,27,4.5,48,0,12.1,1.6,4.1,0.405,0.4,1.3,0.281,1.3,2.7,0.466,0.451,0.8,1,0.816,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1
Sidy Cissoko,San Antonio Spurs,France,25,SF,PF,Ball Hawk,"6'6""",200,"6'10""",1891857,2,2004-04-02,70,66,67,60,65,60,74,75,58,89,80,61,68,60,61,59,66,73,57,55,52,19,3.8,12,0,11.8,1.3,2.8,0.485,0.1,1,0.083,1.3,1.8,0.714,0.5,1,1.3,0.8,0.7,1.2,1.8,0.8,0.6,0.3,0.3,1.5
Simone Fontecchio,Detroit Pistons,Italy,19,SF,PF,Catch & Shoot Ace,"6'7""",209,"6'11""",7692308,8,1995-12-09,76,93,87,84,87,75,55,66,62,80,80,55,58,60,52,51,65,41,51,46,55,28,10.5,66,43,24.9,3.8,8.3,0.46,2,5.1,0.401,1.8,3.2,0.551,0.582,0.8,1,0.818,1,2.8,3.7,1.5,0.7,0.3,1,1.7
Spencer Dinwiddie,Dallas Mavericks,United States,26,PG,SG,Playmaking Inside-Out Threat,"6'5""",215,"6'8""",NA,11,1993-04-06,74,83,52,77,79,50,82,82,45,95,77,88,88,90,57,42,74,40,47,32,47,30,10.5,76,52,28.3,3.3,8.4,0.392,1.6,4.8,0.337,1.7,3.6,0.467,0.489,2.2,2.8,0.805,0.4,2.3,2.7,4.7,0.7,0.3,1.2,1.8
Stanley Umude,Milwaukee Bucks,United States,17,SF,SG,3 & D Threat,"6'6""",210,"6'10""",NA,3,1999-04-12,70,73,70,79,91,55,67,68,52,85,82,68,68,68,57,52,67,41,60,39,65,24,5.3,24,2,12.8,1.5,3.5,0.44,1,2.2,0.453,0.5,1.3,0.419,0.583,1.2,1.3,0.906,0.3,1.8,2.1,0.5,0.3,0.3,0.6,1.7
Stephen Curry,Golden State Warriors,United States,30,PG,SG,Offensive Architect,"6'2""",185,"6'4""",55761216,16,1988-03-14,95,97,90,99,93,80,84,84,48,98,86,93,97,97,60,30,75,38,50,33,57,35,26.4,74,74,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4,7.7,0.515,0.573,4,4.4,0.923,0.5,4,4.5,5.1,0.7,0.4,2.8,1.6
Stephon Castle,San Antonio Spurs,United States,5,SG,PG,Defensive Menace,"6'7""",205,"6'11""",9105120,1,2004-11-01,73,79,73,71,76,55,82,93,59,90,80,73,78,72,73,66,84,75,57,42,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Adams,Houston Rockets,New Zealand,12,C,NA,Defensive Anchor,"6'11""",265,"7'5""",12600000,12,1993-07-20,79,94,65,26,36,50,48,63,81,88,82,69,35,68,71,82,55,43,76,97,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Svi Mykhailiuk,Utah Jazz,Ukraine,19,SG,SF,Catch & Shoot Ace,"6'7""",205,"6'5""",NA,7,1997-06-10,72,86,80,82,67,70,82,82,54,81,79,69,64,64,42,37,55,41,30,40,50,26,4,41,2,10.1,1.4,3.3,0.416,1,2.6,0.389,0.4,0.7,0.517,0.569,0.1,0.2,0.667,0.3,1,1.2,0.9,0.3,0,0.3,0.5
Taj Gibson,Charlotte Hornets,United States,67,C,NA,Inside the Arc Threat,"6'9""",232,"7'4""",2087519,16,1985-06-24,71,83,82,50,71,50,49,57,83,75,83,33,35,54,62,69,58,43,61,63,60,38,1.7,20,1,10.2,0.8,1.9,0.405,0.1,0.5,0.2,0.7,1.4,0.481,0.432,0.1,0.1,1,0.6,1.3,1.9,0.6,0.2,0.4,0.3,1.6
Talen Horton-Tucker,Chicago Bulls,United States,11,SG,SF,Inside-Out Combo Guard,"6'4""",234,"7'1""",NA,6,2000-11-25,75,78,42,76,80,90,70,78,69,85,80,84,82,84,61,44,74,66,56,36,52,23,10.1,51,11,19.8,3.6,9.1,0.396,1.2,3.6,0.33,2.4,5.5,0.438,0.46,1.7,2.1,0.807,0.4,2,2.4,3.5,0.9,0.4,1.3,1.8
